random_type;p_value
c;8,49113963715731e-01
c;9,19763297518909e-01
c;5,92798307575167e-01
c;7,54663419083679e-01
c;2,44249580338586e-01
c;9,27044356787739e-01
c;9,37945678106102e-01
c;2,64640904039912e-01
c;4,53645326272758e-01
c;3,50149979319644e-01
c;9,52563574159278e-01
c;6,21866333128591e-01
c;4,51321761520023e-01
c;2,48363457777593e-01
c;9,48987978327285e-01
c;4,74672038368911e-01
c;4,22984835983310e-01
c;6,05096382947760e-01
c;4,53455206383478e-01
c;9,41270946843815e-01
c;9,13127533481048e-01
c;6,22011576813910e-01
c;4,05396050509557e-01
c;6,54380124093803e-02
c;7,27854842523023e-01
c;1,70735951390437e-01
c;7,71555045987996e-02
c;7,00945468777721e-01
c;8,69507126291106e-01
c;4,27291657969768e-01
c;3,11820930121902e-01
c;3,54672290307318e-01
c;8,29006688205951e-01
c;1,09634693773742e-01
c;9,39565600330344e-01
c;2,47477907800018e-03
c;3,13883338416560e-02
c;5,63069682564475e-01
c;5,63747331862606e-01
c;9,34014817438825e-01
c;1,15929819172582e-01
c;3,45605681354677e-01
c;4,21212825727444e-02
c;4,84515793922141e-01
c;7,85893438286944e-01
c;7,23500670414149e-02
c;9,73886522403789e-02
c;3,35880275882030e-01
c;2,68640445094963e-01
c;6,89794178100675e-02
c;3,25101382042678e-01
c;7,10583992506814e-01
c;4,88235404932375e-01
c;6,06065189754263e-01
c;9,43137812436220e-01
c;1,29798574633106e-01
c;9,25270389310695e-01
c;6,69129964126900e-01
c;7,36082515218983e-01
c;9,65305767284727e-01
c;3,69017581219147e-01
c;4,73914191028505e-01
c;3,96896150671422e-03
c;2,02654059410992e-01
c;3,20933928627563e-01
c;7,07505280158784e-01
c;2,02414738601572e-01
c;2,62285134329629e-01
c;4,86014900422884e-01
c;1,73322178527590e-03
c;8,39439043258616e-01
c;2,52718049606912e-01
c;8,98647954913865e-01
c;5,46781537431934e-01
c;5,36565334413275e-01
c;7,24938330693380e-01
c;4,81617000942136e-01
c;8,56430506370858e-01
c;5,21869029173301e-01
c;8,89993590288039e-01
c;2,31882492692357e-01
c;6,24988747401015e-01
c;7,04370181580204e-01
c;1,52335534655150e-01
c;2,52546761725912e-01
c;1,43866406948450e-01
c;8,34454274806395e-01
c;6,10700819590616e-01
c;4,41188004755312e-01
c;2,69455492621319e-01
c;4,82803791828548e-01
c;4,45064147528871e-01
c;4,07132839798511e-01
c;2,85171296146000e-01
c;1,66208843875888e-03
c;6,72471281842496e-01
c;8,61970427961369e-01
c;9,79111013376550e-01
c;9,05870133418061e-01
c;2,27756441691639e-01
c;9,78355111225462e-01
c;7,00064370298405e-01
c;1,77691811837796e-01
c;2,13652911685362e-01
c;2,74570384487102e-01
c;3,97183786851499e-01
c;8,13972714876333e-01
c;8,63543821967745e-01
c;7,24588450114853e-02
c;6,75642484009665e-01
c;4,80358169718343e-01
c;7,45665368405136e-01
c;8,98062464997991e-02
c;6,85364703074075e-01
c;8,06842218185416e-03
c;6,00641657026152e-01
c;7,90183769335053e-01
c;1,58449717745743e-02
c;1,92610533445385e-01
c;7,99688285500494e-01
c;7,25426987732986e-01
c;6,01569876735562e-01
c;1,75082403212759e-01
c;7,14027119565920e-01
c;8,19784414717693e-02
c;6,44799099230949e-02
c;7,52843715395411e-01
c;9,42040636416668e-01
c;6,23634898176128e-01
c;5,48754474633631e-01
c;9,28990940627513e-01
c;2,76318301274383e-02
c;6,84850227844175e-02
c;2,73010386816331e-03
c;1,73106846315627e-01
c;8,63998553879157e-01
c;9,49809498350895e-01
c;2,11317899253282e-01
c;5,09196941489320e-01
c;6,29123873804441e-01
c;7,17637175792452e-01
c;9,04565168349517e-01
c;1,65801402908037e-01
c;9,21856835121228e-01
c;3,82519037104274e-01
c;1,93173451623726e-02
c;4,35050376151604e-01
c;5,34770696897231e-01
c;7,31805226706640e-01
c;5,97881021758278e-01
c;7,18214754141901e-01
c;4,13374387898679e-01
c;4,82270309403531e-01
c;8,47144617111970e-03
c;7,36533498944852e-02
c;8,76503711493486e-02
c;2,92351072549814e-01
c;9,86289539555614e-01
c;1,97387519209677e-01
c;7,67274905753021e-01
c;8,91697213265821e-01
c;8,42858141699885e-01
c;9,23780549384424e-01
c;2,55730303054429e-01
c;5,63678629532143e-01
c;2,19841324641329e-02
c;8,10372713097655e-02
c;4,19769756979078e-02
c;4,38857072094268e-01
c;2,82858234852957e-01
c;9,01120143471713e-01
c;9,73713124209369e-01
c;6,07731991745007e-01
c;5,31367592888202e-01
c;1,46435718744548e-01
c;6,05172908936172e-01
c;4,16248371742870e-01
c;5,64958259986713e-01
c;8,34090934910162e-02
c;1,94895089985106e-02
c;6,00134107705422e-01
c;5,06902080966146e-01
c;5,67142403589189e-03
c;3,57399121540054e-01
c;1,31415183697151e-01
c;5,61459248518202e-01
c;9,81382068801607e-01
c;7,87563013401241e-01
c;3,80727257898375e-01
c;3,10626353947787e-02
c;7,04633635097169e-01
c;1,55693349287720e-01
c;7,85597501297884e-02
c;5,07152817613379e-01
c;4,18094769020456e-01
c;2,07742132790808e-01
c;9,48180815988326e-01
c;2,82793193271223e-01
c;6,98862885670318e-01
c;5,15936262440009e-01
c;2,42583399572944e-01
c;6,21009119991887e-01
c;3,08195000418065e-01
c;2,49929022465178e-01
c;1,28310416307247e-01
c;9,78827368901613e-01
c;7,86278613384322e-01
c;1,03774242191494e-01
c;3,81371918266178e-01
c;7,29273761616155e-01
c;1,14477963514409e-01
c;7,39579564884532e-01
c;5,29405066273780e-01
c;7,13521270212244e-01
c;4,86644035730098e-01
c;2,71260229309858e-01
c;5,97070146499047e-01
c;2,23317995206725e-01
c;2,09932948377314e-02
c;2,12619064582468e-02
c;4,88229102867007e-02
c;3,40670812727012e-01
c;3,35615267498813e-01
c;8,81011274893698e-01
c;3,61044339099725e-01
c;9,24038942266668e-01
c;9,63677418118214e-01
c;6,30833961723638e-01
c;3,96557082494245e-01
c;8,50596840290889e-01
c;5,59174643623909e-01
c;6,43771559280479e-01
c;2,43317676244622e-01
c;5,78197405266919e-01
c;4,28994489486244e-01
c;6,12955468988600e-01
c;8,81099208771038e-03
c;3,53503158984394e-02
c;9,76669359391166e-02
c;9,56788841589697e-01
c;1,02109719628372e-01
c;7,37096406765773e-02
c;5,49969559914532e-01
c;8,85624329763203e-02
c;1,76797191427365e-01
c;8,74084805270190e-02
c;5,21724411332174e-01
c;1,42855407981578e-01
c;3,02618064379886e-01
c;9,23461726944042e-02
c;2,18917443790676e-01
c;3,35930768551926e-01
c;9,06072236485597e-01
c;9,47511653829403e-02
c;5,44285242413868e-01
c;1,40429800744545e-01
c;7,43700373790778e-01
c;9,85418199462301e-01
c;3,41082092303878e-01
c;8,90892249221791e-01
c;5,44833567944498e-01
c;2,93334616182470e-02
c;3,79423460574195e-01
c;9,75388118566252e-01
c;6,25960371696419e-02
c;2,30398167125761e-01
c;4,56906723500883e-01
c;1,29676740454967e-01
c;3,80083895234176e-01
c;4,64134863627387e-02
c;4,02565296157835e-01
c;3,97746007029117e-01
c;7,33354933452395e-01
c;9,13279941266206e-01
c;7,96787764506501e-01
c;5,07854099127474e-01
c;2,04005906205430e-03
c;1,53154910250985e-01
c;7,63610789326198e-01
c;7,16092085791631e-01
c;1,67426145155062e-01
c;2,43463822080925e-01
c;4,72408880189707e-01
c;9,58445167786120e-01
c;4,18128334892783e-01
c;7,00900208012394e-02
c;6,51498713821350e-01
c;3,91327154353220e-01
c;3,00830070155333e-01
c;6,76826981837879e-01
c;7,70906843912540e-01
c;5,46365605311727e-01
c;7,79857249852974e-01
c;7,23827921615909e-01
c;9,43478764021306e-01
c;5,87445702169131e-01
c;8,46247141802524e-01
c;2,02690206158783e-01
c;1,08339565807159e-01
c;4,03828558853598e-01
c;4,72919798457831e-01
c;1,63986498880320e-02
c;6,53366449043980e-01
c;3,61379687640561e-01
c;1,82450719237954e-01
c;1,98481317058013e-01
c;2,83722199248460e-01
c;1,06113214022486e-01
c;7,90039065208583e-01
c;4,47553379405439e-01
c;5,45688770106483e-01
c;8,82361758824026e-01
c;4,86752689530307e-03
c;9,33005617875511e-01
c;3,99125423403624e-01
c;4,58636342338572e-01
c;8,54560395902413e-01
c;8,15674237174071e-01
c;5,45341358656157e-02
c;3,07290535479826e-01
c;8,31442059360931e-01
c;6,34611732772638e-01
c;4,84306717834627e-01
c;2,32454364840673e-01
c;6,77200340029927e-01
c;1,27555536254852e-01
c;2,50188110323216e-01
c;2,26925981846687e-01
c;8,32732948055817e-01
c;6,28382417816186e-01
c;3,92222769949719e-01
c;2,16972606089930e-01
c;2,97822480581544e-01
c;5,33904608646195e-01
c;7,79087904189979e-01
c;7,35638862864104e-01
c;1,22231476664636e-01
c;7,35970912776197e-01
c;3,83383208528150e-01
c;7,14793186249560e-01
c;9,98314315222057e-02
c;8,80474954021711e-01
c;9,59977737237546e-01
c;9,07713140180010e-01
c;4,74490179328871e-01
c;6,29624689703704e-01
c;2,78552398580021e-01
c;1,84827352727838e-01
c;5,11201040569443e-01
c;3,31415103278827e-01
c;1,16747921932840e-01
c;1,46744258878737e-01
c;9,10365831136334e-01
c;1,44015227609043e-01
c;4,65360960556182e-01
c;1,62946724578867e-01
c;1,02459734178910e-01
c;5,15825589748442e-01
c;1,21331163976418e-01
c;1,22327770330898e-01
c;1,85765876833267e-01
c;1,97556991523725e-01
c;2,07820262687308e-04
c;7,37598297705918e-02
c;9,30415067987658e-01
c;9,66676089296339e-01
c;1,08261535907748e-01
c;9,70152071324384e-01
c;1,56437035352232e-01
c;6,34871082753517e-01
c;4,77683249486471e-03
c;1,23517935626626e-01
c;1,03658450300648e-01
c;3,37445063297101e-01
c;1,41018213685764e-02
c;2,07449689684754e-01
c;3,70152956538335e-01
c;9,74923569136583e-01
c;8,70572372725105e-01
c;1,26157050279072e-01
c;7,44447567737728e-02
c;2,63637934064160e-01
c;4,93645212332470e-01
c;3,85738877189881e-02
c;3,52446599391544e-01
c;1,91727684617114e-01
c;3,30569300380462e-01
c;9,22526059488602e-01
c;2,94781220370587e-01
c;7,17397332172903e-01
c;2,92642484486095e-01
c;2,41224833785255e-02
c;7,93800809007876e-01
c;2,12522611482218e-01
c;3,65871309795533e-02
c;2,90475047324489e-01
c;3,61674710446422e-01
c;6,69495776536186e-01
c;3,01991792512843e-01
c;6,04462734266118e-01
c;7,22797503266758e-01
c;5,10546425703836e-01
c;7,35317778543132e-01
c;1,96811089745806e-02
c;2,22090633475906e-01
c;5,94143849609315e-01
c;5,31919376548518e-01
c;7,06820343024213e-01
c;7,80208255594721e-01
c;5,61776166389766e-01
c;1,57697127820475e-01
c;5,95837916406163e-01
c;4,69152546094076e-01
c;4,50272592549645e-01
c;1,03840280847376e-01
c;8,93962512846014e-01
c;1,52678087382214e-01
c;1,13827732377130e-01
c;3,69739854202779e-01
c;3,64816499704550e-01
c;1,12763367075115e-01
c;7,90298893627873e-01
c;9,03528066318659e-01
c;9,97707564715326e-01
c;3,80450062384561e-01
c;1,99203747314837e-01
c;1,31603870290885e-01
c;4,03624295079790e-01
c;7,73792773884304e-01
c;3,07985972276518e-01
c;4,87292497565187e-01
c;4,97490755332155e-01
c;7,27424523985579e-01
c;8,16423738474874e-01
c;6,00407705831068e-01
c;8,98601451282113e-01
c;7,70381253004574e-02
c;4,41446528408003e-01
c;5,21963892238872e-02
c;3,79237515226762e-01
c;8,69130398792437e-01
c;6,65863472432482e-01
c;1,03617023398201e-01
c;8,43171133972014e-01
c;7,24090060936596e-01
c;6,92107150174273e-01
c;6,93713875442549e-01
c;3,95532508338860e-01
c;2,20469565226851e-02
c;5,40507583425305e-01
c;5,85841292911727e-02
c;3,74980519587560e-01
c;1,90876260090560e-01
c;6,20537273230844e-01
c;1,19040525163129e-01
c;5,30027422012117e-01
c;5,78588892562816e-01
c;8,74947921856887e-01
c;8,98235902412608e-01
c;4,91937959003772e-01
c;3,59707730017987e-01
c;6,06746648620263e-01
c;1,69077631908745e-01
c;8,98691958891442e-01
c;1,37330625539536e-01
c;2,00407068745996e-01
c;5,93626591761748e-01
c;5,29877898697226e-01
c;6,33909990926284e-02
c;4,38078575445768e-01
c;5,73727255424694e-01
c;8,67888046324378e-02
c;1,84909052665090e-01
c;2,69197500142768e-01
c;6,34024996977355e-02
c;9,68028933249057e-01
c;6,60909859315191e-02
c;7,69568578136553e-01
c;2,23630183051646e-01
c;9,98558920954635e-01
c;3,82087654126889e-01
c;1,92162775442954e-03
c;2,26755546034191e-01
c;7,52118951399215e-01
c;3,96375187739832e-01
c;2,43864992804789e-01
c;5,70829648871768e-02
c;8,40225612035665e-01
c;2,40676104166049e-03
c;1,24797715084610e-01
c;5,09218084087962e-01
c;6,79898469013034e-01
c;3,39373398348375e-01
c;1,50039267446248e-01
c;7,86109998332692e-01
c;9,23320175065682e-01
c;8,51512447662981e-01
c;8,88619158885529e-01
c;9,34502395808383e-01
c;4,41838221216486e-01
c;5,00174321365825e-01
c;7,01972998527673e-02
c;1,51872649450190e-01
c;3,74678973593841e-01
c;1,47452553456539e-01
c;3,35913559405199e-02
c;7,32288316318031e-01
c;4,26802415348823e-01
c;8,43494651014274e-02
c;9,63551970685630e-01
c;8,31716905659777e-01
c;1,44804265359045e-01
c;7,48974343410625e-01
c;5,44289246318632e-01
c;9,11800629220730e-01
c;3,03118211124244e-01
c;6,58568979490908e-01
c;1,70503958697945e-01
c;7,19394554908465e-01
c;2,94118746385484e-01
c;9,78666883298601e-01
c;2,89447443389115e-01
c;4,27229256316446e-01
c;2,84259024581472e-01
c;8,57865696808740e-01
c;3,80341822545969e-01
c;5,33929760203882e-01
c;1,33452368433978e-02
c;3,47332550629732e-01
c;3,50290891866263e-01
c;9,24879014770572e-01
c;5,52754440299555e-02
c;2,52889870987149e-01
c;2,94170588673582e-01
c;8,97117719093649e-01
c;8,99251477183181e-01
c;7,01480541551083e-01
c;5,01375681768326e-01
c;4,01137948030370e-01
c;4,11065446403739e-01
c;9,92740130214426e-02
c;7,17814969161384e-01
c;8,36755751456571e-01
c;2,55110402926416e-02
c;5,55592973383347e-01
c;5,94235780233525e-01
c;6,43788382939712e-01
c;2,80590841387514e-01
c;9,82848042910600e-01
c;6,47875521420383e-01
c;9,88336147387222e-01
c;1,44626310303428e-02
c;1,86083368239105e-01
c;4,13139368019699e-01
c;6,20234510357976e-01
c;7,14234261563369e-01
c;2,25355731289303e-01
c;1,90619251175681e-01
c;1,49917622897217e-02
c;4,48562631061134e-01
c;4,24748251391348e-01
c;4,39126361443275e-01
c;8,67475360524334e-01
c;1,38576036457821e-02
c;6,93245828352559e-01
c;2,81407732733475e-01
c;6,73484287276620e-01
c;4,99383834323145e-01
c;5,95307779420775e-02
c;1,66518383831198e-01
c;5,55610734953413e-01
c;7,13987467429709e-01
c;8,30992846228551e-01
c;1,34620206916828e-01
c;7,45146600171222e-01
c;7,53919813838716e-01
c;7,85652329741712e-01
c;6,61005869202952e-01
c;7,66220897132053e-01
c;8,90136147420478e-01
c;2,94465800765968e-01
c;5,40121014131697e-02
c;5,98282817557618e-01
c;4,59286738206906e-01
c;5,46463224070936e-01
c;4,88908544232754e-03
c;6,61382754387833e-01
c;2,21197742177408e-01
c;3,13286810618264e-02
c;7,12622911826337e-01
c;5,91464610735214e-01
c;2,90921876107189e-01
c;6,61046746621163e-01
c;5,27933809350672e-01
c;5,45421172541657e-01
c;2,59384298756043e-01
c;1,95122149866845e-01
c;6,12861184994043e-01
c;6,05160377984040e-01
c;2,83446349242525e-01
c;5,38929803861283e-01
c;6,15691078816274e-01
c;4,90195743947341e-01
c;5,43113899529909e-01
c;3,69845670288305e-01
c;6,95230809580386e-01
c;7,78706198571212e-01
c;4,37503951556711e-01
c;4,63258492445998e-01
c;1,04934308931235e-01
c;9,99227384984483e-01
c;5,49294047366592e-02
c;9,17956960829727e-02
c;8,44028681474092e-01
c;1,45120256705147e-01
c;6,04445718526209e-02
c;2,14955284841562e-01
c;8,98469950866089e-01
c;1,00912178376592e-01
c;9,38892614854406e-01
c;5,49745473524102e-02
c;5,14345245185901e-01
c;2,89995781637569e-01
c;3,93735858940074e-01
c;4,09570540550245e-02
c;4,24378625865407e-01
c;7,53884914834499e-01
c;2,30148326517098e-01
c;2,09649756861221e-01
c;3,66919101058051e-02
c;6,97010766254959e-01
c;7,33030067545203e-02
c;3,66216299265189e-01
c;3,55073343403573e-01
c;4,28335858626892e-01
c;6,13423041154994e-01
c;6,22049404966911e-01
c;7,36076460539044e-01
c;2,35816291120986e-01
c;4,16730464711955e-01
c;9,38591512878688e-01
c;5,64569627231207e-01
c;7,46145949026179e-01
c;1,05618660298077e-01
c;4,59993425182386e-01
c;4,85915707375446e-01
c;7,47147121527870e-01
c;9,92742944358851e-01
c;9,04975169189518e-01
c;6,59765050728431e-01
c;1,82296264072726e-01
c;7,15234847423814e-01
c;3,50580087293599e-01
c;8,95894359162392e-01
c;6,21767498318741e-01
c;3,74495671057161e-01
c;9,90609751949999e-01
c;5,09237479376297e-01
c;7,15652713590807e-02
c;6,18067735372429e-01
c;8,56873758751304e-01
c;7,25901007573257e-01
c;3,88999631314207e-01
c;4,60622214184273e-01
c;6,61252572350688e-01
c;3,11767848007022e-01
c;5,75127006668835e-01
c;2,78263381062895e-01
c;3,93975048237683e-01
c;4,76543456761041e-01
c;7,60696052182292e-01
c;9,26405823717838e-01
c;6,44505410570093e-01
c;7,23395528385699e-01
c;2,24180836245455e-01
c;9,40602054746012e-01
c;7,00052723079527e-01
c;5,64380100898276e-01
c;3,40587343523001e-01
c;4,21708350348456e-02
c;4,40887655075964e-01
c;5,11312826645393e-01
c;6,85861595610474e-01
c;6,00025814249325e-01
c;6,06392769076058e-01
c;8,85333799392604e-03
c;5,23238490895689e-01
c;9,92451304029948e-01
c;5,37162211558835e-01
c;2,53971880711365e-01
c;9,42186271202082e-01
c;9,66622906911193e-01
c;8,20714772931316e-01
c;6,24835569949091e-01
c;8,69345543223560e-02
c;3,14083566920435e-01
c;3,89099895987700e-01
c;5,36965081515741e-02
c;9,82788364177395e-01
c;5,30982976845228e-01
c;6,01346294082452e-01
c;3,75725016702989e-01
c;9,99791308662919e-02
c;2,05661008984442e-01
c;5,69465201088166e-01
c;7,59522459174484e-01
c;7,36652077563876e-01
c;2,31594841048647e-01
c;9,65271165186936e-01
c;3,89999923705199e-01
c;8,26678666556832e-01
c;2,75796450697271e-01
c;3,31525429943467e-01
c;8,23939169562968e-03
c;4,05890841516520e-01
c;7,21729759802372e-02
c;4,88619246716183e-01
c;5,96502289467838e-01
c;1,27922034409146e-01
c;7,38827333561351e-03
c;4,69567172195103e-01
c;5,08329466095498e-01
c;8,82092647718488e-01
c;8,57614258256578e-01
c;1,12599887481041e-01
c;2,67250698626129e-01
c;2,32392487307617e-01
c;7,25078946886977e-01
c;9,26816799595846e-01
c;1,93237615630502e-01
c;3,33900731335930e-01
c;6,75888689231013e-01
c;7,56009855517064e-01
c;3,10385571476147e-01
c;4,53937171346340e-01
c;6,04888122568620e-01
c;5,61608301231276e-01
c;2,22030211726983e-01
c;4,25678503332895e-01
c;3,83988296872673e-01
c;8,28109666886958e-01
c;6,25885923864633e-01
c;4,34259221181183e-01
c;1,64908045189765e-01
c;7,79496331227663e-01
c;8,99787743721165e-01
c;7,10746421726724e-02
c;6,39877339276125e-01
c;8,19421511090320e-01
c;2,18789251573630e-01
c;7,29088032141251e-01
c;1,27603220780084e-01
c;7,03970089305343e-01
c;9,18695034670472e-01
c;2,77783002201728e-01
c;9,40751719245276e-02
c;5,43354204745382e-01
c;1,07910812198888e-02
c;2,27898570470068e-01
c;4,32435450630440e-01
c;4,58242886917003e-01
c;9,21552006538768e-01
c;3,08281351321212e-01
c;1,06351887846104e-01
c;3,47562119722851e-01
c;5,34795240918381e-01
c;2,64355552269354e-01
c;5,04840959049534e-01
c;7,66670099046064e-01
c;6,18132755345209e-01
c;3,62551023611503e-01
c;4,08004832334026e-01
c;5,80851929809320e-01
c;3,93063374693669e-02
c;7,87022653281064e-03
c;3,44168518866887e-02
c;6,34162111855376e-01
c;2,92805226995024e-01
c;6,73021801621680e-01
c;3,69445190230857e-01
c;6,65144691581966e-01
c;6,66439616677475e-01
c;5,54952547279432e-01
c;3,11998222426028e-01
c;6,98925930235542e-02
c;1,74133050672087e-01
c;7,22043289785187e-01
c;5,80875965203700e-01
c;4,78022900450472e-01
c;2,52039069074860e-01
c;5,67128154032953e-01
c;8,01498557512526e-01
c;3,97908568815557e-02
c;4,18293164659005e-01
c;3,98182267524442e-01
c;3,31986026452088e-01
c;1,26826499269341e-01
c;1,42963356408967e-01
c;5,69758076124590e-01
c;8,80999545728414e-01
c;5,90086736126960e-01
c;4,44965074796976e-01
c;1,00316345288532e-01
c;2,12342727617485e-01
c;1,74961426200662e-01
c;3,17365047337093e-01
c;3,10517658987724e-01
c;7,18829585054025e-01
c;9,42228672484529e-02
c;4,41266831152632e-01
c;3,35840093590506e-02
c;2,61519916306039e-01
c;9,12238711854842e-01
c;8,43777637259779e-01
c;3,35723719641689e-02
c;7,74670701015022e-01
c;1,67338191992533e-01
c;7,38622818175748e-01
c;8,37200596259836e-01
c;7,62962971825606e-01
c;6,48670887559462e-01
c;1,88344201170350e-01
c;1,57305432052940e-01
c;6,45470501483607e-01
c;8,03866354943721e-01
c;3,65698139521893e-02
c;7,77848686574613e-01
c;9,70833209413455e-01
c;8,39940763990468e-01
c;4,53197852679080e-01
c;6,85685459918193e-02
c;2,31012750923328e-01
c;3,49428228864010e-02
c;6,39308617435156e-02
c;8,83559850161014e-01
c;4,60225893164434e-01
c;4,20718206265201e-01
c;3,11761184259871e-01
c;9,87039606743638e-01
c;3,36051165270738e-01
c;6,08423000883352e-01
c;5,80480035064369e-01
c;6,08560147280315e-01
c;3,39944171791778e-01
c;2,39318651687745e-01
c;3,19791509125428e-01
c;1,99734608072564e-01
c;2,86482742158808e-01
c;5,12484110558585e-01
c;3,92117135591933e-02
c;1,50597153323677e-03
c;7,78678476355707e-01
c;8,61378527983732e-01
c;1,49489722865117e-01
c;3,25389679741184e-01
c;2,90127888437816e-01
c;7,50273611344700e-01
c;9,06304606528211e-01
c;9,77050381597022e-01
c;9,70426777246791e-01
c;1,93327994364685e-02
c;2,62345535655236e-01
c;4,06474579313694e-01
c;7,42195637015858e-01
c;2,33817670795172e-01
c;1,80699994635032e-01
c;2,62069736138136e-01
c;3,16231639251209e-01
c;9,71400823650684e-01
c;2,39799387052759e-01
c;3,54232908317664e-01
c;8,94783404153908e-01
c;5,82598065536861e-01
c;1,33444542827531e-02
c;3,29355728445605e-02
c;9,72284282712201e-02
c;3,10991268699336e-01
c;9,46432922684034e-01
c;5,47048258288814e-01
c;2,77618961754989e-01
c;9,53629854986738e-01
c;9,62236157855264e-01
c;7,73777390739808e-01
c;4,57890956913364e-01
c;2,75259571993462e-01
c;5,87434686713024e-02
c;7,73350063784542e-01
c;1,88225803082666e-01
c;9,74358461881937e-01
c;2,04116197288049e-01
c;7,78274119199864e-01
c;9,43062497030700e-01
c;6,69023751754144e-02
c;8,45746936028730e-01
c;2,96195571908774e-01
c;7,97649997686220e-01
c;4,57800894798572e-02
c;4,62183079060225e-01
c;3,73300149990140e-02
c;6,60151433905702e-01
c;3,19413049265594e-01
c;8,55227606204085e-01
c;9,93903411478827e-02
c;6,09285242374684e-01
c;7,50533521411247e-01
c;2,74153086657532e-02
c;6,47421898131849e-01
c;9,06969148938958e-01
c;1,43348242707563e-01
c;3,03138668640441e-01
c;7,85640923177648e-01
c;4,71638087604551e-02
c;5,91161066725964e-01
c;8,70135336838103e-01
c;4,06763646138467e-01
c;5,63468714641287e-01
c;1,09441748475246e-01
c;1,77380979764378e-01
c;5,93779351109547e-01
c;4,44040803637532e-02
c;6,16486151850173e-01
c;9,58148840661292e-01
c;1,92650903238138e-02
c;4,39353198251678e-02
c;4,71085239696432e-01
c;9,16944269362912e-01
c;1,16061218108526e-01
c;7,30286153642923e-01
c;6,24757205332709e-01
c;4,96702368066246e-01
c;8,86686227147030e-02
c;5,43117259942849e-02
c;3,47575249828744e-01
c;6,95427526814656e-01
c;7,23414429659637e-01
c;5,12683285007133e-01
c;6,90609871080345e-01
c;7,88419668498340e-01
c;3,39253582920823e-01
c;9,90601308184685e-01
c;4,58740748454890e-01
c;7,12023011405310e-01
c;3,13330688545605e-03
c;6,33455836870795e-01
c;5,96672752168904e-01
c;2,17330822124384e-01
c;9,60287183594061e-03
c;2,94590645237125e-03
c;6,56895438376242e-01
c;6,49687401270909e-01
c;4,41007578970606e-03
c;3,70229843412284e-01
c;2,04221720117210e-02
c;7,02938399346535e-01
c;1,81316867202514e-01
c;5,48361849162119e-02
c;9,82913210167681e-01
c;3,09144411062214e-01
c;9,53468152795169e-01
c;4,56897234166346e-01
c;8,51379234926480e-01
c;2,68268251023256e-01
c;6,31503535305909e-01
c;6,81992595654961e-02
c;7,24047625611296e-01
c;4,85246863913690e-01
c;7,15729190291977e-01
c;2,30441074117719e-01
c;6,53308671781787e-01
c;4,38243078843834e-02
c;8,81035571853075e-01
c;8,90535623123385e-01
c;7,03329452731023e-01
c;1,69803571314025e-02
c;8,47985059984483e-01
c;5,18334805143545e-01
c;6,06199623074391e-01
c;1,04831199813839e-04
c;2,55075038228899e-01
c;8,76231633837273e-01
c;3,51019227755760e-01
c;7,24949172339264e-01
c;9,62601680848128e-01
c;3,95986714177571e-01
c;3,76145771709107e-01
c;5,48709703486029e-01
c;3,41235082365887e-01
c;1,40029692381810e-01
c;3,27307303895478e-01
c;3,88296916057225e-01
c;2,15117870883587e-01
c;3,39882351551730e-01
c;4,21768515693818e-01
c;8,49081738708777e-01
c;9,21059171210960e-01
c;6,31261631241419e-01
c;8,11849998056079e-01
c;6,06516155668186e-01
c;5,68581622625027e-01
c;7,37577611354858e-01
c;1,47970129938614e-01
c;8,83449440177693e-01
c;1,84130284821500e-01
c;2,66954652129938e-02
c;8,91567356904323e-01
c;4,18268182959808e-01
c;1,16480636485999e-02
c;1,99958696382733e-01
c;2,50502349211226e-01
c;5,60741703233373e-01
c;6,34977044571437e-01
c;9,42559487928738e-01
c;8,57157404718100e-01
c;8,68343039173802e-03
c;2,00445727787365e-01
c;2,95292626483567e-01
c;3,84677939867576e-01
c;6,19904411153799e-01
c;2,30977917390912e-01
c;3,12209586101925e-01
c;3,81673444604495e-01
c;1,77227128810204e-01
c;3,86581454087940e-01
c;9,10760904992720e-02
c;6,50826427416263e-01
c;2,43503009442182e-01
c;1,18085694463309e-01
c;9,24756224244105e-01
c;1,31867024682059e-01
c;1,20910970492570e-01
c;1,63865003686212e-01
c;3,82658260930319e-01
c;2,93374300799319e-01
c;6,62556969291861e-01
c;4,83339877737582e-01
c;8,73615442296856e-02
c;1,99298374069609e-01
c;6,78673038907998e-01
c;7,10205562012589e-01
c;9,63161726498365e-01
c;5,01041738589054e-01
c;9,89756750870937e-03
c;2,14458685657750e-01
c;1,77207806983715e-01
c;3,31922324524666e-01
c;6,70913908133231e-01
c;8,83369956043391e-01
c;6,65757244233241e-01
c;4,37383755510903e-02
c;9,73006732477518e-01
c;9,09262612379516e-01
c;7,25289686163081e-01
c;2,75056569656909e-01
c;9,91642023299881e-02
c;8,28309172716795e-01
c;7,12232869370591e-01
c;4,00452950109447e-01
c;9,34978639231380e-03
c;2,47305966295495e-01
c;1,85143272575872e-01
c;7,69349029158915e-01
c;9,33871983169986e-01
c;7,36246899505473e-01
c;6,63691909011629e-01
c;5,37955381992730e-02
c;1,75618091833016e-01
c;5,91236448887247e-01
c;2,14160373452316e-01
c;9,97002591829079e-01
c;4,97734159366113e-01
c;5,41720909395253e-01
c;1,73924851642114e-01
c;7,25532386888016e-01
c;8,71817870992475e-01
c;2,47451761568801e-01
c;6,68558944867761e-02
